sl	prompt	solution0	solution1	label	Category	langauge (FLORES-200 code)
48	ଝଡ଼ ପରେ ଟୋକରା/ପ୍ଲାଷ୍ଟିକ୍ କ୍ରେଟ୍‌ରେ ସବ୍ଜି ଉଠାଉଛ। ଭିଜା ଟୋକରା ଓ ସୁକା ଟୋକରାର ଘର୍ଷଣ ଦିଗରେ କେଉଁ ତଫାତ ମିଳିବ?	ଭିଜା ଟୋକରା ସବୁବେଳେ ଅଧିକ ଗ୍ରିପ୍ ଦିଏ ଏବଂ ହାତରୁ ଖସେ ନାହିଁ।	ଭିଜା ପ୍ଲାଷ୍ଟିକ୍ କ୍ରେଟ୍ କେବେକେବେ ଅଧିକ ପିଛଳ ଲାଗିପାରେ ଏବଂ ଧରିବାବେଳେ ଖସିବା ଝୁମ୍ପ ବଢ଼େ। ସୁକା ଅବସ୍ଥାରେ ଘର୍ଷଣ ଅଧିକ ଥାଇ ଧରିବା ସହଜ ହୋଇପାରେ।	1	Agriculture	ory_Orya
49	ଝଡ଼-ରିଲିଫ୍‌ରେ ଦିଆଯାଇଥିବା କମ୍ବଳକୁ ଭିଜିଗଲା ପରେ ଶୁଖାଉଛ। ଭିଜା କମ୍ବଳର ଓଜନ ଓ ଶୁଖା କମ୍ବଳର ଓଜନ ଏତେ ଭିନ୍ନ କାହିଁକି?	ଭିଜିଲେ କମ୍ବଳ ହାଲୁକା ହୋଇଯାଏ କାରଣ ପାଣି ଓଜନ କମାଇଦିଏ।	ଭିଜିଲେ କମ୍ବଳ ଫାଇବର ଭିତରେ ପାଣି ଧରିରଖେ ତେଣୁ ଓଜନ ବଢ଼ିଯାଏ। ଶୁଖିଗଲା ପରେ ପାଣି ଉଠିଯାଇ ଓଜନ ପୁନି କମିଯାଏ।	1	Agriculture	ory_Orya
50	ପଶୁ ଆଶ୍ରୟଘର ପାଖରେ କାଦୁଆ ରାସ୍ତାରେ ଚାଲିବାବେଳେ ଗାଈର ଖୁର ଉପରେ କାଦୁଆ ଲଗିଯାଏ। କାଦୁଆର ଲେପ ଓ ପିଛଳାପନ ଯୋଗୁଁ କଣ ଭୌତିକ ଅସୁବିଧା ହୋଇପାରେ?	କାଦୁଆ ଲଗିଲେ ଖୁର ଅଧିକ ଟାଇଟ୍ ଓ ସୁକା ହୋଇଯାଏ ତେଣୁ ପଶୁ ଦୌଡ଼ିପାରେ।	କାଦୁଆ ଲେପ ଖୁରକୁ ପିଛଳ କରିଦିଏ ଏବଂ ଚାଲିବାବେଳେ ସ୍ଲିପ୍ ହେବାର ଝୁମ୍ପ ବଢ଼ାଏ। ଦୀର୍ଘ ସମୟ ଭିଜା କାଦୁଆରେ ରହିଲେ ଖୁର ଚାରିପାଖ ନରମ ହୋଇ ଘା ହେବାର ସମ୍ଭାବନା ମଧ୍ୟ ରହେ।	1	Agriculture	ory_Orya
51	ଦେଖିଲେ ଯଦି ଓଡ଼ିଆ ଝୁଲା ପିଠା ହାତରେ ଧରୁଛ, ତାହାର ଟେକ୍ସଚର କେମିତି ହେବ? ଭାପରେ ସିଝିଥିବା ପିଠାର ନରମତା ଓ ଚିପଚିପାପନ କେମିତି ଚିହ୍ନଟ କରିବ?	ଝୁଲା ପିଠା ସାଧାରଣତଃ ଭାପରେ ସିଝିଥିବାରୁ କଠିନ ଓ ହାଲୁକା ଚିପଚିପା ଲାଗେ। ଛୁଇଁଲେ ପୃଷ୍ଠତଳ ମସୃଣ ଏବଂ ଭିତର ଅଂଶ ନମ୍ର ରହିଥାଏ, ଯାହା ଭାପ-ସିଝା ଖାଦ୍ୟର ସାଧାରଣ ଗୁଣ।	ଝୁଲା ପିଠା ସାଧାରଣତଃ ଭାପରେ ସିଝିଥିବାରୁ ନରମ ଓ ହାଲୁକା ଚିପଚିପା ଲାଗେ। ଛୁଇଁଲେ ପୃଷ୍ଠତଳ ମସୃଣ ଏବଂ ଭିତର ଅଂଶ ନମ୍ର ରହିଥାଏ, ଯାହା ଭାପ-ସିଝା ଖାଦ୍ୟର ସାଧାରଣ ଗୁଣ।	1	Food	ory_Orya
52	କଳ୍ପନା କର ତୁମେ ଓଡ଼ିଶାର “ପଖାଳ” ଖାଇବାକୁ ଯାଉଛ। ଏହାର ଗନ୍ଧ, ଖଟା-ଭାବ, ଏବଂ ଭାତର ଦାଣା ଫୁଲିଥିବା/ଭାଙ୍ଗିଥିବା ଦେଖି କଣ ବୁଝିବ?	ପଖାଳରେ ହାଲୁକା ଖଟା ଗନ୍ଧ ଥାଇପାରେ କାରଣ ଏହା ହଳୁକା ଫର୍ମେଣ୍ଟ ହୁଏ। ଭାତର ଦାଣା କଠିନ ଓ ଫୁଲା ଦେଖାଯାଏ; ଅତି ଭାଙ୍ଗିଯାଇଥିଲେ ବହୁତ ହଳୁଆ/ଗୋଲା ଲାଗିପାରେ, କିନ୍ତୁ ସାଧାରଣତଃ ନମ୍ର ରହେ।	ପଖାଳରେ ହାଲୁକା ଖଟା ଗନ୍ଧ ଥାଇପାରେ କାରଣ ଏହା ହଳୁକା ଫର୍ମେଣ୍ଟ ହୁଏ। ଭାତର ଦାଣା ନରମ ଓ ଫୁଲା ଦେଖାଯାଏ; ଅତି ଭାଙ୍ଗିଯାଇଥିଲେ ବହୁତ ହଳୁଆ/ଗୋଲା ଲାଗିପାରେ, କିନ୍ତୁ ସାଧାରଣତଃ ନମ୍ର ରହେ।	1	Food	ory_Orya
53	ଭାବ, ଓଡ଼ିଆ ଦାଲମା ପାକିଗଲା ପରେ ତୁମେ ଚମଚରେ ଉଠାଇ ଦେଖୁଛ। ଡାଲର ଘନତା, ଶାକ-ସବ୍ଜିର ଆକାର, ଏବଂ ଗନ୍ଧ ଆଧାରରେ ଏହା “ଭଲ ସିଝିଛି” କି ନୁହେଁ କିପରି ଧରିବ?	ଭଲ ଦାଲମାରେ ଡାଲ ହାଲୁକା ଘନ ଥାଏ ଏବଂ ସବ୍ଜି ଟୁକୁଡ଼ା କଠିନ ହୋଇ ମଧ୍ୟ ଆକାର ଧରିଥାଏ। ଜିରା/ହଳଦୀ/ଘିଅ ଭଳି ମସଲାର ସୁଗନ୍ଧ ସ୍ପଷ୍ଟ ଆସେ, ଯାହା ସିଝିବା ଓ ଫୁଟିବା ଠିକ୍ ହୋଇଛି ବୋଲି ସଙ୍କେତ ଦେଉଛି।	ଭଲ ଦାଲମାରେ ଡାଲ ହାଲୁକା ଘନ ଥାଏ ଏବଂ ସବ୍ଜି ଟୁକୁଡ଼ା ନରମ ହୋଇ ମଧ୍ୟ ଆକାର ଧରିଥାଏ। ଜିରା/ହଳଦୀ/ଘିଅ ଭଳି ମସଲାର ସୁଗନ୍ଧ ସ୍ପଷ୍ଟ ଆସେ, ଯାହା ସିଝିବା ଓ ଫୁଟିବା ଠିକ୍ ହୋଇଛି ବୋଲି ସଙ୍କେତ ଦେଉଛି।	1	Food	ory_Orya
54	ଦୟାକରି ଧ୍ୟାନ ଦିଅ: ଓଡ଼ିଶାର ଛେନାପୋଡ଼ା କଟିଲେ ତାହାର ରଙ୍ଗ ଓ ଟେକ୍ସଚର କେମିତି ଥାଏ? ଉପର ଭାଗର କାରାମେଲ୍ ଲେୟର୍ ଓ ଭିତର ନରମତା କହ।	ଛେନାପୋଡ଼ାର ଉପରେ ସାଧାରଣତଃ ଗାଢ଼ ବୁନା/କାରାମେଲ୍ ରଙ୍ଗର ପରତ ଥାଏ ଯାହା ହାଲୁକା କଠିନ ଲାଗିପାରେ। ଭିତର ଭାଗ କଠିନ, ଅଳ୍ପ ଦାଣାଦାର ଓ ମଇଶ୍ଚର୍ ଥିବାରୁ ରସାଳ ଲାଗେ।	ଛେନାପୋଡ଼ାର ଉପରେ ସାଧାରଣତଃ ଗାଢ଼ ବୁନା/କାରାମେଲ୍ ରଙ୍ଗର ପରତ ଥାଏ ଯାହା ହାଲୁକା କଠିନ ଲାଗିପାରେ। ଭିତର ଭାଗ ନରମ, ଅଳ୍ପ ଦାଣାଦାର ଓ ମଇଶ୍ଚର୍ ଥିବାରୁ ରସାଳ ଲାଗେ।	1	Food	ory_Orya
55	ଧର ତୁମେ ଓଡ଼ିଆ ବାରା (ଦାଲ ବଡ଼ା) ତେଲରୁ ଉଠାଇ ଦେଖୁଛ। “କ୍ରିସ୍ପି” ବାହାର ତଳ ଓ ଭିତର ନରମତା କିପରି ଚିହ୍ନଟ କରିବ? ଛୁଆଁ ଓ ଶବ୍ଦ ଧ୍ୟାନ ଦିଅ।	କ୍ରିସ୍ପି ବାରାର ବାହାର ତଳ ଟୁକୁଟୁକୁ/କଠିନ ଲାଗେ ଏବଂ ହାଲୁକା ଚେପିଲେ “କ୍ରଞ୍ଚ” ଭଳି ଅନୁଭବ ହୋଇପାରେ। ଭିତର ଭାଗ କଠିନ ଓ ସିଝା ଥାଏ; ତେଲ ଅଧିକ ଥିଲେ ବାହାରେ ଚିପଚିପା ଲାଗିପାରେ, ଯାହା ଅପେକ୍ଷାକୃତ କମ୍ ଭଲ ସଙ୍କେତ।	କ୍ରିସ୍ପି ବାରାର ବାହାର ତଳ ଟୁକୁଟୁକୁ/କଠିନ ଲାଗେ ଏବଂ ହାଲୁକା ଚେପିଲେ “କ୍ରଞ୍ଚ” ଭଳି ଅନୁଭବ ହୋଇପାରେ। ଭିତର ଭାଗ ନରମ ଓ ସିଝା ଥାଏ; ତେଲ ଅଧିକ ଥିଲେ ବାହାରେ ଚିପଚିପା ଲାଗିପାରେ, ଯାହା ଅପେକ୍ଷାକୃତ କମ୍ ଭଲ ସଙ୍କେତ।	1	Food	ory_Orya
56	ମନେ କର ଓଡ଼ିଆ “ଆଳୁ ଚୋକା” ପକାଇଛ। ଏହାର ଗନ୍ଧରେ ସୋରିଷ/ପିଆଜ/ଲଙ୍କାର ଭୂମିକା କିପରି ଧରିବ, ଏବଂ ଟେକ୍ସଚର ଦିଗରୁ “ମ୍ୟାସ୍” କେତେ ମସୃଣ କି କେତେ ଗାଠିଆ ହେବା ଉଚିତ?	ଆଳୁ ଚୋକାରେ ପିଆଜ, କাঁচା ଲଙ୍କା, ଓ ସୋରିଷ/ସୋରିଷ ତେଲ ଥିଲେ ହାଲୁକା ଟିକା-ତୀବ୍ର ଘ୍ରାଣ ଆସିପାରେ। ଟେକ୍ସଚର ସାଧାରଣତଃ ମ୍ୟାସ୍ ଥାଏ, ଅତି ରୁକୁଡ଼ା ନ ହୋଇ ହାଲୁକା ଗାଠିଆ ରହିପାରେ, କିନ୍ତୁ ପାଣିଆ ହେବା ଉଚିତ ନୁହେଁ।	ଆଳୁ ଚୋକାରେ ପିଆଜ, କাঁচା ଲଙ୍କା, ଓ ସୋରିଷ/ସୋରିଷ ତେଲ ଥିଲେ ହାଲୁକା ଟିକା-ତୀବ୍ର ଘ୍ରାଣ ଆସିପାରେ। ଟେକ୍ସଚର ସାଧାରଣତଃ ମ୍ୟାସ୍ ଥାଏ, ଅତି ମସୃଣ ନ ହୋଇ ହାଲୁକା ଗାଠିଆ ରହିପାରେ, କିନ୍ତୁ ପାଣିଆ ହେବା ଉଚିତ ନୁହେଁ।	1	Food	ory_Orya
57	ଚେକ୍ କର: ଓଡ଼ିଆ ବିବାହ ଭୋଜନର “କାନିକା” ଭାତ (ମିଠା ଭାତ) ଦାଣା ଭାଙ୍ଗିବା ନାହିଁ ଏବଂ ଘିଅର ଗନ୍ଧ ଠିକ୍ ରହିବା କିପରି ଦେଖିବ? ଚମଚରେ ଉଠାଇ ଦେଖ।	ଭଲ କାନିକାରେ ଭାତର ଦାଣା ଅଲଗା ଅଲଗା ଦେଖାଯାଏ ଏବଂ ଅତି ଭାଙ୍ଗି ଗୋଲା ହୋଇନଥାଏ। ଘିଅ, ଲବଙ୍ଗ/ଏଲାଇଚି ଭଳି ସୁଗନ୍ଧ ତୀବ୍ର ଭାବେ ଆସେ; ଅତି ଘିଅ ହେଲେ ତେଲିଆ ଭାବ ବଢ଼ିପାରେ, କିନ୍ତୁ ସାଧାରଣତଃ ସୁଗନ୍ଧ ମିଠା ଲାଗେ।	ଭଲ କାନିକାରେ ଭାତର ଦାଣା ଅଲଗା ଅଲଗା ଦେଖାଯାଏ ଏବଂ ଅତି ଭାଙ୍ଗି ଗୋଲା ହୋଇନଥାଏ। ଘିଅ, ଲବଙ୍ଗ/ଏଲାଇଚି ଭଳି ସୁଗନ୍ଧ ହାଲୁକା ଭାବେ ଆସେ; ଅତି ଘିଅ ହେଲେ ତେଲିଆ ଭାବ ବଢ଼ିପାରେ, କିନ୍ତୁ ସାଧାରଣତଃ ସୁଗନ୍ଧ ମିଠା ଲାଗେ।	1	Food	ory_Orya
58	ଭାବ, ଓଡ଼ିଆ ପୂଜା ପ୍ରସାଦ “ଖିରି” ର ରଙ୍ଗ ଓ ଘନତା କିପରି ହେବ? ଦୁଧ ଫୁଟିବାର ତାପ ଓ ଚାଉଳ/ସେମିଆର ଦାଣା ଆକାର ଧ୍ୟାନ ଦିଅ।	ଖିରି ସାଧାରଣତଃ ଧଳା କିମ୍ବା ହାଲୁକା କ୍ରିମ୍ ରଙ୍ଗର ହୁଏ ଏବଂ ଅଲ୍ପ ଘନ ଥାଏ। ଦୁଧ ଭଲ ଭାବେ ଫୁଟିଲେ ଗନ୍ଧ ମିଠା-ଦୁଧିଆ ଆସେ, ଏବଂ ଚାଉଳ/ସେମିଆ ଦାଣା କଠିନ ହୋଇ ଆକାର ଧରିଥାଏ; ଅତି ତାପରେ ଜଳିଗଲେ ତଳେ ଜଳା ଗନ୍ଧ ଆସିପାରେ।	ଖିରି ସାଧାରଣତଃ ଧଳା କିମ୍ବା ହାଲୁକା କ୍ରିମ୍ ରଙ୍ଗର ହୁଏ ଏବଂ ଅଲ୍ପ ଘନ ଥାଏ। ଦୁଧ ଭଲ ଭାବେ ଫୁଟିଲେ ଗନ୍ଧ ମିଠା-ଦୁଧିଆ ଆସେ, ଏବଂ ଚାଉଳ/ସେମିଆ ଦାଣା ନରମ ହୋଇ ଆକାର ଧରିଥାଏ; ଅତି ତାପରେ ଜଳିଗଲେ ତଳେ ଜଳା ଗନ୍ଧ ଆସିପାରେ।	1	Food	ory_Orya
59	ଦେଖ ଯଦି ଓଡ଼ିଶା ସୀ-ଫୁଡ୍‌ରେ ମାଛ ତାଜା କି ନୁହେଁ ଯାଞ୍ଚ କରୁଛ। ଗନ୍ଧ, ଚର୍ମର ଚମକ, ଏବଂ ମାଂସର ଦୃଢତା କେମିତି ଦେଖିବ?	ତାଜା ମାଛର ଗନ୍ଧ ଅତି ଟାଣ ନୁହେଁ, ହାଲୁକା ସମୁଦ୍ରିଆ ଗନ୍ଧ ଥାଇପାରେ। ଚର୍ମ ଚମକଦାର ଦେଖାଯାଇପାରେ ଏବଂ ମାଂସ ଚେପିଲେ ହାଲୁକା ଦୃଢ଼ ଲାଗି ଆକାରକୁ ପୁଣି ଫେରିଆସେ; ଅତି କଠିନ ହେଲେ ତାଜାପନ କମ୍ ହୋଇପାରେ।	ତାଜା ମାଛର ଗନ୍ଧ ଅତି ଟାଣ ନୁହେଁ, ହାଲୁକା ସମୁଦ୍ରିଆ ଗନ୍ଧ ଥାଇପାରେ। ଚର୍ମ ଚମକଦାର ଦେଖାଯାଇପାରେ ଏବଂ ମାଂସ ଚେପିଲେ ହାଲୁକା ଦୃଢ଼ ଲାଗି ଆକାରକୁ ପୁଣି ଫେରିଆସେ; ଅତି ନରମ ହେଲେ ତାଜାପନ କମ୍ ହୋଇପାରେ।	1	Food	ory_Orya
60	କଳ୍ପନା କର ତୁମେ ଚିଙ୍ଗୁଡ଼ି ଭାଜା ଖାଉଛ। ସଠିକ୍ ପକା ହେଲେ ରଙ୍ଗ, ଟେକ୍ସଚର, ଏବଂ ଚବାଇବାବେଳେ “ସ୍ପ୍ରିଙ୍ଗି” ଅନୁଭବ କେମିତି ହେବ?	ଚିଙ୍ଗୁଡ଼ି ଭଲ ପକା ହେଲେ ସାଧାରଣତଃ ହାଲୁକା ଗୋଲାପି/କମଳା ଟୋନ୍ ଆସିପାରେ। ଟେକ୍ସଚର କଠିନ କିନ୍ତୁ ଅଳ୍ପ “ସ୍ପ୍ରିଙ୍ଗି” ଥାଏ, ଅର୍ଥାତ୍ ଚବାଇଲେ ରବରି ନୁହେଁ, ହାଲୁକା ଦୃଢ଼ ଓ ରସାଳ। ଅତି ପକାଲେ ବେଶି ରବରି ହୋଇପାରେ।	ଚିଙ୍ଗୁଡ଼ି ଭଲ ପକା ହେଲେ ସାଧାରଣତଃ ହାଲୁକା ଗୋଲାପି/କମଳା ଟୋନ୍ ଆସିପାରେ। ଟେକ୍ସଚର ନରମ କିନ୍ତୁ ଅଳ୍ପ “ସ୍ପ୍ରିଙ୍ଗି” ଥାଏ, ଅର୍ଥାତ୍ ଚବାଇଲେ ରବରି ନୁହେଁ, ହାଲୁକା ଦୃଢ଼ ଓ ରସାଳ। ଅତି ପକାଲେ ବେଶି ରବରି ହୋଇପାରେ।	1	Food	ory_Orya
61	ଏକଥା ଭାବ: ଓଡ଼ିଆ ମାରିଏଜ୍ ଭୋଜନର “ମଟନ୍ କଷା” ର ଗନ୍ଧ ଓ ଘନ ଗ୍ରେଭି କେମିତି ହୁଏ? ମସଲାର ଗନ୍ଧ ଓ ତେଲ ଉପରେ ଭାସିବା ଲେୟର୍‌ ଦେଖି କ’ଣ ବୁଝିବ?	ଭଲ ମଟନ୍ କଷାରେ ଗ୍ରେଭି ଅପେକ୍ଷାକୃତ ଘନ ଲାଗେ ଏବଂ ଧୀରେ ଫୁଟି ମସଲାର ସୁଗନ୍ଧ ଗଭୀର ହୋଇଥାଏ। ଅନେକ ସମୟ ତୀବ୍ର ତେଲ ଲେୟର୍‌ ଉପରେ ଦେଖାଯାଏ, ଏହା ମସଲା ଭଜା ଭଲ ହୋଇଛି ବୋଲି ସଙ୍କେତ ହୋଇପାରେ, ଯଦିଓ ଅତିରିକ୍ତ ତେଲ ଭଲ ନୁହେଁ।	ଭଲ ମଟନ୍ କଷାରେ ଗ୍ରେଭି ଅପେକ୍ଷାକୃତ ଘନ ଲାଗେ ଏବଂ ଧୀରେ ଫୁଟି ମସଲାର ସୁଗନ୍ଧ ଗଭୀର ହୋଇଥାଏ। ଅନେକ ସମୟ ହାଲୁକା ତେଲ ଲେୟର୍‌ ଉପରେ ଦେଖାଯାଏ, ଏହା ମସଲା ଭଜା ଭଲ ହୋଇଛି ବୋଲି ସଙ୍କେତ ହୋଇପାରେ, ଯଦିଓ ଅତିରିକ୍ତ ତେଲ ଭଲ ନୁହେଁ।	1	Food	ory_Orya
62	ଚିହ୍ନଟ କର: ଓଡ଼ିଆ “ରସଗୋଲା” ଛୁଇଁଲେ ନରମତା ଓ ଭିତରେ ରସ ଧରିରହିବା କିପରି ଲାଗେ? ଚେପିଲେ ପୁଣି ଆକାରକୁ ଫେରେ କି?	ଭଲ ରସଗୋଲା କଠିନ ଓ ସ୍ପଞ୍ଜି ଲାଗେ; ହାଲୁକା ଚେପିଲେ ଆକାର ଅଳ୍ପ ଫେରିଆସେ। ଭିତରେ ଚିନି-ରସ ଥାଇ ରସାଳ ଅନୁଭବ ହୁଏ, କିନ୍ତୁ ଅତି ଚେପିଲେ ରସ ବାହାରିପାରେ, ଏହା ସାଧାରଣ।	ଭଲ ରସଗୋଲା ନରମ ଓ ସ୍ପଞ୍ଜି ଲାଗେ; ହାଲୁକା ଚେପିଲେ ଆକାର ଅଳ୍ପ ଫେରିଆସେ। ଭିତରେ ଚିନି-ରସ ଥାଇ ରସାଳ ଅନୁଭବ ହୁଏ, କିନ୍ତୁ ଅତି ଚେପିଲେ ରସ ବାହାରିପାରେ, ଏହା ସାଧାରଣ।	1	Food	ory_Orya
63	ଧ୍ୟାନ ଦେଅ: ଓଡ଼ିଆ “ମୁଡ଼ି-ଘୁଘୁନି” ଖାଇବାବେଳେ ମୁଡ଼ିର ଦାଣା ଆକାର ଓ କ୍ରଞ୍ଚି ଶବ୍ଦ କେମିତି ଥାଏ, ଯଦି ଘୁଘୁନି ଅଧିକ ଗରମ ଥାଏ ତେବେ ମୁଡ଼ି କିପରି ବଦଳିଯାଏ?	ମୁଡ଼ି ସାଧାରଣତଃ ହାଲୁକା ଓ ଦାଣାଦାର, ମୁହଁରେ ଦେଲେ କ୍ରଞ୍ଚି ଶବ୍ଦ ହୁଏ। ଘୁଘୁନି ଅଧିକ ଗରମ/ଭିଜା ହେଲେ ମୁଡ଼ି ଶୀଘ୍ର କଠିନ ହୋଇଯାଇ କ୍ରଞ୍ଚ କମିଯାଏ, ସେହିପାଇଁ ସେର୍ଭ କରିବା ସମୟରେ ଅଲଗା ରଖି ମିଶାଇ ଖାଇଲେ ଭଲ।	ମୁଡ଼ି ସାଧାରଣତଃ ହାଲୁକା ଓ ଦାଣାଦାର, ମୁହଁରେ ଦେଲେ କ୍ରଞ୍ଚି ଶବ୍ଦ ହୁଏ। ଘୁଘୁନି ଅଧିକ ଗରମ/ଭିଜା ହେଲେ ମୁଡ଼ି ଶୀଘ୍ର ନରମ ହୋଇଯାଇ କ୍ରଞ୍ଚ କମିଯାଏ, ସେହିପାଇଁ ସେର୍ଭ କରିବା ସମୟରେ ଅଲଗା ରଖି ମିଶାଇ ଖାଇଲେ ଭଲ।	1	Food	ory_Orya
64	ମନେ କର ତୁମେ ଓଡ଼ିଆ “ପୋଡ଼ା ପିଠା” ରେ ଭଜା ଗନ୍ଧ ଧରୁଛ। ପୋଡ଼ା ଗନ୍ଧ କେତେ ହେଲେ “ଭଲ କାରାମେଲ୍” ଆଉ କେତେ ହେଲେ “ଜଳିଗଲା” ବୋଲି ଲାଗିବ?	ହାଲୁକା କାରାମେଲ୍/ଭଜା ଗନ୍ଧ ଭଲ ଲାଗେ, କିନ୍ତୁ ହାଲୁକା ଜଳା ଗନ୍ଧ ଆସିଲେ ସମ୍ଭବତଃ ଅତିରିକ୍ତ ଜଳିଗଲା। ଭଲ ପୋଡ଼ା ପିଠାରେ ଉପରେ ହାଲୁକା ଗାଢ଼ ରଙ୍ଗ ଏବଂ ମିଠା-ଭଜା ସୁଗନ୍ଧ ଥାଏ, ଜଳିଗଲେ ତିତା ଗନ୍ଧ ଓ କଳା ଛାପ ଅଧିକ ଦେଖାଯାଏ।	ହାଲୁକା କାରାମେଲ୍/ଭଜା ଗନ୍ଧ ଭଲ ଲାଗେ, କିନ୍ତୁ ତୀବ୍ର ଜଳା ଗନ୍ଧ ଆସିଲେ ସମ୍ଭବତଃ ଅତିରିକ୍ତ ଜଳିଗଲା। ଭଲ ପୋଡ଼ା ପିଠାରେ ଉପରେ ହାଲୁକା ଗାଢ଼ ରଙ୍ଗ ଏବଂ ମିଠା-ଭଜା ସୁଗନ୍ଧ ଥାଏ, ଜଳିଗଲେ ତିତା ଗନ୍ଧ ଓ କଳା ଛାପ ଅଧିକ ଦେଖାଯାଏ।	1	Food	ory_Orya
65	ଦୟାକରି ଲକ୍ଷ୍ୟ କର: ଓଡ଼ିଆ ପ୍ରସାଦ “ଖେଚୁଡ଼ି” ରେ ଚାଉଳ ଦାଣା ଏବଂ ଡାଲ ଭଲ ଭାବେ ସିଝିଛି କି ନୁହେଁ କିପରି ବୁଝିବ? ରଙ୍ଗ ଓ ସୁଗନ୍ଧ ମଧ୍ୟ କହ।	ଭଲ ଖେଚୁଡ଼ିରେ ଚାଉଳ ଓ ଡାଲ କଠିନ ହୋଇ ମିଶିଥାଏ, କିନ୍ତୁ ଅତି ଗୋଲା ହୋଇନଥାଏ। ହଳଦୀ ଥିଲେ ହାଲୁକା ହଳଦିଆ ରଙ୍ଗ ଆସେ, ଏବଂ ଘିଅ/ଜିରା ଭଳି ସୁଗନ୍ଧ ହାଲୁକା ଭାବେ ଲାଗିପାରେ।	ଭଲ ଖେଚୁଡ଼ିରେ ଚାଉଳ ଓ ଡାଲ ନରମ ହୋଇ ମିଶିଥାଏ, କିନ୍ତୁ ଅତି ଗୋଲା ହୋଇନଥାଏ। ହଳଦୀ ଥିଲେ ହାଲୁକା ହଳଦିଆ ରଙ୍ଗ ଆସେ, ଏବଂ ଘିଅ/ଜିରା ଭଳି ସୁଗନ୍ଧ ହାଲୁକା ଭାବେ ଲାଗିପାରେ।	1	Food	ory_Orya
66	ତୁମେ ଓଡ଼ିଆ ସୀ-ଫୁଡ୍‌ର “ମାଛ ଝୋଳ” ପକାଉଛ। ଝୋଳ ଫୁଟିବା ସମୟରେ ତାପମାତ୍ରା ଓ ମସଲା ଗନ୍ଧ କିପରି ବଦଳେ, ଏବଂ ମାଛ ଟୁକୁଡ଼ା ଭାଙ୍ଗୁଛି କି ନାହିଁ କେମିତି ସାବଧାନ ହେବ?	ଝୋଳ ଫୁଟିଲେ ତାପ ଉଚ୍ଚ ଥାଏ ଏବଂ ମସଲାର ଗନ୍ଧ ଅଧିକ ପ୍ରସାରିତ ହୁଏ। ମାଛ ଟୁକୁଡ଼ା ଭାଙ୍ଗିନ ଯାହାପାଇଁ ହାଲୁକା ଭାବେ ନଡ଼ାଇବା ଓ ଅତିରିକ୍ତ ନଡ଼ାନାହିଁ; ଭଲ ଭାବେ ପକିଲେ ମାଛ ଦୃଢ଼ ହୋଇ ମଧ୍ୟ କଠିନ ରହେ।	ଝୋଳ ଫୁଟିଲେ ତାପ ଉଚ୍ଚ ଥାଏ ଏବଂ ମସଲାର ଗନ୍ଧ ଅଧିକ ପ୍ରସାରିତ ହୁଏ। ମାଛ ଟୁକୁଡ଼ା ଭାଙ୍ଗିନ ଯାହାପାଇଁ ହାଲୁକା ଭାବେ ନଡ଼ାଇବା ଓ ଅତିରିକ୍ତ ନଡ଼ାନାହିଁ; ଭଲ ଭାବେ ପକିଲେ ମାଛ ଦୃଢ଼ ହୋଇ ମଧ୍ୟ ନରମ ରହେ।	1	Food	ory_Orya
67	ଏକ ଟିପ୍ସ ଭାବ: ଓଡ଼ିଆ “ଚେନା ଝିଲି” ଭାଜା ହେଲେ ତାହାର ବାହାର ରଙ୍ଗ ଓ ଭିତର ରସ କେମିତି ହୁଏ? ଅଧପକା ଓ ଅତିପକା ମଧ୍ୟର ତଫାତ କହ।	ଭଲ ଚେନା ଝିଲିର ବାହାର ଭାଗ ସାଧାରଣତଃ ସୁନାଳି-ବୁନା ରଙ୍ଗର ହୁଏ ଏବଂ ଭିତରେ ମିଠା ରସ ଧରିଥାଏ। ଅଧପକା ହେଲେ ଭିତର ଦାଣାଦାର/କଚା ଲାଗିପାରେ, ଅତିପକା ହେଲେ ବାହାର ଅଧିକ କଠିନ/ପତଳା ବୁନା ହୋଇ ଜଳା ଗନ୍ଧ ଆସିପାରେ।	ଭଲ ଚେନା ଝିଲିର ବାହାର ଭାଗ ସାଧାରଣତଃ ସୁନାଳି-ବୁନା ରଙ୍ଗର ହୁଏ ଏବଂ ଭିତରେ ମିଠା ରସ ଧରିଥାଏ। ଅଧପକା ହେଲେ ଭିତର ଦାଣାଦାର/କଚା ଲାଗିପାରେ, ଅତିପକା ହେଲେ ବାହାର ଅଧିକ କଠିନ/ଗାଢ଼ ବୁନା ହୋଇ ଜଳା ଗନ୍ଧ ଆସିପାରେ।	1	Food	ory_Orya
